procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 477828 175483632  35632 798266496    0    0     0     0 8603 4086  2  0 98  0  0
 3  0 477828 175483392  35632 798266496    0    0     0     2 11727 4899  2  0 98  0  0
 3  0 477828 175483920  35632 798266496    0    0     0    92 7837 3354  2  0 98  0  0
 4  0 477828 175483616  35632 798266496    0    0     0     0 11675 3229  2  0 98  0  0
 3  0 477828 175483648  35632 798266496    0    0     0     0 9196 3856  2  0 97  0  0
 4  0 477828 175483728  35632 798266496    0    0     0     0 7538 3599  2  0 98  0  0
 3  0 477828 175484640  35632 798266496    0    0     0   427 7634 4116  2  0 98  0  0
 3  0 477828 175484704  35632 798266496    0    0     0   170 8445 3670  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 477828 175484640  35632 798266496    0    0     0  3048 17109 4672  2  0 98  0  0
 3  0 477828 175483904  35632 798266496    0    0     0    11 19559 3726  2  0 98  0  0
 3  0 477828 175484768  35632 798266496    0    0     0    10 33707 7214  7  0 93  0  0
130  0 477828 175482688  35632 798266496    0    0     0     0 54763 15199 17  0 83  0  0
 3  0 477828 175022048  35632 798266496    4    0     4     0 79058 13881 27  1 72  0  0
 4  0 477828 175483280  35632 798266496    0    0     0   142 9006 3510  3  0 97  0  0
 3  0 477828 175483488  35632 798266496    0    0     0     0 8010 3515  2  0 98  0  0
 3  0 477828 175320624  35632 798266496    0    0     0     0 8011 4084  2  0 98  0  0
 3  0 477828 175482208  35632 798266944    0    0     0 347977 14869 5912  2  0 97  0  0
 3  0 477828 175482624  35632 798266688    0    0     0     3 7702 3334  2  0 98  0  0
 3  0 477828 175482608  35632 798266688    0    0     0     0 8641 3310  2  0 98  0  0
 3  0 477828 175482368  35632 798266688    0    0     0    47 7617 3090  2  0 98  0  0
 4  0 477828 175482432  35632 798266688    0    0     0     0 7221 3075  2  0 98  0  0
 3  0 477828 175482464  35632 798266688    0    0     0    76 9638 4567  2  0 97  0  0
 3  0 477828 175483680  35632 798266752    0    0     0   146 7857 3251  2  0 98  0  0
 3  0 477828 175479856  35632 798266752    0    0     0     0 8798 3144  2  0 98  0  0
 3  0 477828 175480336  35632 798266752    0    0     0     0 8782 3488  2  0 98  0  0
 3  0 477828 175481984  35632 798266752    0    0     0   229 8607 5509  2  0 98  0  0
 4  0 477828 175482432  35632 798266752    0    0     0     0 8298 3145  2  0 98  0  0
 3  0 477828 175482432  35632 798266752    0    0     0    96 6810 2713  2  0 98  0  0
 3  0 477828 175481248  35632 798266752    0    0     0   144 7454 3042  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 477828 175481248  35632 798266752    0    0     0     0 9108 3885  2  0 98  0  0
 3  0 477828 175481312  35632 798266752    0    0     0     0 25310 8364  8  0 92  0  0
 5  0 477828 175452592  35632 798266752    0    0     0   316 71837 33529 16  1 83  0  0
 6  0 477828 175453184  35632 798266816    0    0     0    19 58225 25662 17  1 82  0  0
131  0 477828 174797056  35632 798266816    0    0     0     0 81321 22050 20  1 78  0  0
 5  0 477828 175449312  35632 798266816    0    0     0  1841 31042 17879  6  0 94  0  0
 3  0 477828 175450800  35632 798266816    0    0     0    21 10948 10460  2  0 98  0  0
 3  0 477828 175450912  35632 798266816    0    0     0   448 9876 3098  2  0 98  0  0
 3  0 477828 175449920  35632 798266816    0    0     0    67 9757 3789  2  0 97  0  0
 7  0 477828 175461760  35632 798266816    0    0     0   155 10405 4611  2  0 98  0  0
 3  0 477828 175462016  35632 798266816    0    0     0   221 9391 4254  2  0 98  0  0
 3  0 477828 175462144  35632 798266816    0    0     0    91 27897 3394  3  0 97  0  0
 3  0 477828 175465776  35632 798266816    0    0     0     0 14333 4610  2  0 98  0  0
 3  0 477828 175465776  35632 798266816    0    0     0   615 7731 3026  2  0 98  0  0
 3  0 477828 175466384  35632 798266816    0    0     0     0 8912 3647  2  0 98  0  0
 4  0 477828 175466624  35632 798266816    0    0     0     0 7638 3886  2  0 98  0  0
 3  0 477828 175466880  35632 798266816    0    0     0   138 7114 3250  2  0 98  0  0
 3  0 477828 175467936  35632 798266816    0    0     0    84 8122 3069  2  0 98  0  0
 3  0 477828 175466832  35632 798266816    0    0     0     0 6989 2743  2  0 98  0  0
 4  0 477828 175467840  35632 798266816    0    0     0     0 8552 3361  2  0 98  0  0
 3  0 477828 175467360  35632 798266816    0    0     0     0 7776 4012  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 477828 175467680  35632 798266816    0    0     0   138 6761 2787  2  0 98  0  0
 3  0 477828 175467744  35632 798266816    0    0     0   120 8445 3009  2  0 98  0  0
 3  0 477828 175466976  35632 798266816    0    0     0     0 7353 3069  2  0 98  0  0
 3  0 477828 175467008  35632 798266816    0    0     0     0 7750 4064  2  0 98  0  0
 3  0 477828 175466992  35632 798266816    0    0     0     0 8598 3206  2  0 98  0  0
 3  0 477828 175476640  35632 798266816    0    0     0    10 6811 2707  2  0 98  0  0
 3  0 477828 175476848  35632 798266816    0    0     0   117 7118 3120  2  0 98  0  0
 3  0 477828 175477024  35632 798266816    0    0     0    72 31393 9331 10  0 90  0  0
 3  0 477828 175474816  35632 798266816    0    0     0     0 48915 13598 16  0 84  0  0
130  0 477828 175473408  35632 798266816    0    0     0   118 49673 12691 16  0 84  0  0
 3  0 477828 175475696  35632 798266816    0    0     0     0 76851 13434 26  1 73  0  0
 3  0 477828 175473616  35632 798266816    0    0     0     0 7534 3199  2  0 98  0  0
 3  0 477828 175474976  35632 798266816    0    0     0    94 8921 3277  2  0 97  0  0
 3  0 477828 175468176  35632 798267008    0    0     0 347800 13003 4379  2  0 98  0  0
 3  0 478084 175434832  35632 798266624    0  252     0   277 7526 2918  1  0 98  0  0
 3  0 479364 175474624  35632 798265984    0 1604     0  1777 15379 25011  1  0 99  0  0
 4  0 479364 175621808  35632 798267712    0    0     0   440 6244 2256  1  0 99  0  0
 3  0 479364 175468400  35632 798267776    0    0     0    17 12234 4190  1  0 98  0  0
 3  0 479364 175468592  35632 798267776    0    0     0  3064 9924 4265  2  0 98  0  0
 3  0 479364 175468288  35632 798267776    0    0     0     0 11152 4456  2  0 98  0  0
 3  0 479364 175469696  35632 798267776    0    0     0    12 8856 3305  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 479364 175469760  35632 798267776    0    0     0    44 6887 2804  2  0 98  0  0
 3  0 479364 175469872  35632 798267776    0    0     0     0 7978 3299  2  0 98  0  0
 3  0 479364 175469984  35632 798267776    0    0     0    40 11006 4419  3  0 97  0  0
 3  0 479364 175470304  35632 798267776    0    0     0    16 7656 3097  2  0 98  0  0
 3  0 479364 175470656  35632 798267776    0    0     0     0 18390 5124  2  0 97  0  0
 3  0 479364 175470880  35632 798267776    0    0     0     0 18043 3425  3  0 97  0  0
 4  0 479364 175470880  35632 798267776    0    0     0   130 8509 4321  2  0 98  0  0
 5  0 479364 175470736  35632 798267776    0    0     0     0 7702 2993  2  0 98  0  0
 3  0 479364 175470816  35632 798267776    0    0     0    64 8636 3352  2  0 98  0  0
 3  0 479364 175470880  35632 798267776    0    0     0     0 7315 2988  2  0 98  0  0
 3  0 479364 175470912  35632 798267776    0    0     0    52 12749 3660  2  0 98  0  0
 3  0 479364 175470944  35632 798267776    0    0     0   157 9328 4677  2  0 98  0  0
 3  0 479364 175471136  35632 798267776    0    0     0  2869 7858 3449  2  0 98  0  0
 3  0 479364 175471264  35632 798267776    0    0     0     0 45999 13186 15  0 85  0  0
 4  0 479364 175479584  35632 798267776    0    0     0    10 30370 6440 10  0 90  0  0
 3  0 479364 175479744  35632 798267776    0    0     0     0 8286 3224  2  0 98  0  0
 3  0 479364 175476848  35632 798267776    0    0     0     0 7933 3940  2  0 98  0  0
 3  0 479364 175476144  35632 798267776    0    0     0    50 9146 3953  2  0 98  0  0
 3  0 479364 175476800  35632 798267776    0    0     0    96 7645 3575  2  0 98  0  0
 5  0 479364 175445440  35632 798267904    0    0     0   182 23667 18083  2  0 97  0  0
 5  0 479364 175450688  35632 798267840    0    0     0   143 18297 18998  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0 479364 175448912  35632 798267840    0    0     0     0 14200 16628  2  0 97  0  0
 3  0 479364 175447008  35632 798267648    0    0     0     0 14771 18116  2  0 97  0  0
 4  0 479364 175448640  35632 798267648    0    0     0  1598 13504 10190  2  0 97  0  0
 3  0 479364 175446880  35632 798267648    0    0     0    87 29581 9359  9  0 91  0  0
 4  0 479364 175448000  35632 798267712    0    0     0   566 50335 15852 16  0 84  0  0
 3  0 479364 175460176  35632 798267712    0    0     0   109 58260 16210 19  0 81  0  0
 4  0 479364 175461392  35632 798267712    0    0     0   401 50896 6525 17  1 82  0  0
 4  0 479364 175457232  35632 798267712    0    0     0    18 9542 4542  2  0 98  0  0
 3  0 479364 175458416  35632 798267712    0    0     0   336 9072 3782  2  0 98  0  0
 3  0 479364 175464656  35632 798267648    0    0     0    18 11247 6265  2  0 97  0  0
 4  0 479364 175464800  35632 798267648    0    0     0     0 7449 3003  2  0 98  0  0
 3  0 479364 175462944  35632 798267648    0    0     0     0 7429 3333  2  0 98  0  0
 3  0 479364 175463904  35632 798267648    0    0     0     0 18420 4092  3  0 97  0  0
 3  0 479364 175464848  35632 798267648    0    0     0     2 7932 4286  2  0 98  0  0
 3  0 479364 175464976  35632 798267648    0    0     0   786 7469 3248  2  0 98  0  0
 3  0 479364 175463072  35632 798267648    0    0     0     0 8288 3437  2  0 98  0  0
 3  0 479364 175464192  35632 798267648    0    0     0     0 7194 3070  2  0 98  0  0
 4  0 479364 175464768  35632 798267648    0    0     0     0 7546 3255  2  0 98  0  0
 3  0 479364 175059616  35632 798324608    0    0     0     0 16723 3171  2  0 97  0  0
 3  0 479364 175464544  35632 798267648    0    0     0 347866 28592 4065  2  0 98  0  0
72  0 479364 175465200  35632 798267648    0    0     0     0 8015 3181  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 479364 175465680  35632 798267648    0    0     0     0 10494 3267  2  0 98  0  0
 3  0 479364 175464432  35632 798267648    0    0     0     0 9531 2961  2  0 98  0  0
 3  0 479364 175475456  35632 798267648    0    0     0    86 8650 3493  2  0 98  0  0
 3  0 479364 175473280  35632 798267648    0    0     0     3 7307 3841  2  0 98  0  0
 4  0 479364 175473376  35632 798267712    0    0     0     0 7135 3031  2  0 98  0  0
 3  0 479364 175472480  35632 798267712    0    0     0    14 8607 3334  2  0 98  0  0
 3  0 479364 175471360  35632 798267712    0    0     0     0 7185 2883  2  0 98  0  0
132  0 479364 175471008  35632 798267712    0    0     0     0 19180 7103  6  0 94  0  0
 3  0 479364 175470592  35632 798267648    0    0     0     0 58315 14418 18  0 81  0  0
 3  0 479364 175470720  35632 798267648    0    0     0    80 53630 13802 17  0 82  0  0
 3  0 479364 175473664  35632 798267648    0    0     0     0 58083 8239 20  1 79  0  0
 3  0 479364 175472128  35632 798267648    0    0     0     2 8868 3543  2  0 98  0  0
 3  0 479364 175469424  35632 798267648    0    0     0    15 7911 3740  2  0 98  0  0
 3  0 479364 175469456  35632 798267648    0    0     0   292 7044 2659  2  0 98  0  0
 3  0 479364 175469536  35632 798267648    0    0     0    11 8230 3029  2  0 98  0  0
 3  0 479364 175469728  35632 798267648    0    0     0  3061 8153 3305  2  0 98  0  0
 3  0 479364 175469888  35632 798267648    0    0     0    18 8621 3940  2  0 98  0  0
 3  0 479364 175469152  35632 798267712    0    0     0    12 10540 4156  2  0 97  0  0
 3  0 479364 175469632  35632 798267712    0    0     0    76 7318 2774  2  0 98  0  0
 4  0 479364 175469744  35632 798267712    0    0     0   219 8710 3332  2  0 97  0  0
 3  0 479364 175469744  35632 798267712    0    0     0    13 7540 3093  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 479364 175469856  35632 798267712    0    0     0   132 7709 3626  2  0 98  0  0
 3  0 479364 175469360  35632 798267712    0    0     0     0 8256 2965  2  0 98  0  0
 3  0 479364 175469440  35632 798267712    0    0     0     0 11591 2901  2  0 98  0  0
 3  0 479364 175468960  35632 798267712    0    0     0     0 11248 3141  2  0 98  0  0
 3  0 479364 175469392  35632 798267712    0    0     0    84 11054 3442  2  0 98  0  0
 3  0 479364 175468416  35632 798267712    0    0     0     0 7412 3532  2  0 98  0  0
 5  0 479364 175469536  35632 798267712    0    0     0    52 7311 3052  2  0 98  0  0
 3  0 479364 175469536  35632 798267712    0    0     0     3 27387 3320  3  0 97  0  0
 4  0 479364 175469536  35632 798267712    0    0     0   145 12294 3041  2  0 98  0  0
 3  0 479364 175468496  35632 798267712    0    0     0   195 15862 4040  2  0 98  0  0
130  0 479364 175468832  35632 798267712    0    0     0     0 30436 8375 10  0 90  0  0
 3  0 479364 175476192  35632 798267712    0    0     0    12 55002 14054 16  0 84  0  0
 3  0 479364 175476240  35632 798267712    0    0     0     0 61067 14573 18  0 82  0  0
 3  0 479364 175479168  35632 798267712    0    0     0     0 65266 6013 17  1 82  0  0
 4  0 479364 175473056  35632 798267712    0    0     0    16 8358 4257  2  0 98  0  0
 3  0 479364 175472624  35632 798267712    0    0     0   104 7334 3048  2  0 98  0  0
 4  0 479364 175446336  35632 798267776    0    0     0   343 28713 19859  3  1 97  0  0
 5  0 479364 175446848  35632 798267776    0    0     0    71 14474 16586  2  0 98  0  0
 5  0 479364 175448992  35632 798267776    0    0     0     0 16124 15842  3  0 97  0  0
 4  0 479364 175446624  35632 798267776    0    0     0     0 15666 19319  3  0 97  0  0
 3  0 479364 175448896  35632 798267776    0    0     0    16 9546 7519  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0 479364 175448384  35632 798267776    0    0     0  1650 9173 3835  2  0 98  0  0
 3  0 479364 175448112  35632 798267776    0    0     0   443 7687 3455  2  0 98  0  0
 5  0 479364 175149584  35632 798267776    0    0     0   115 7942 4169  2  0 98  0  0
 3  0 479364 175460496  35632 798267904    0    0     0 347803 14420 4823  2  0 97  0  0
 3  0 479364 175459552  35632 798267904    0    0     0   196 7001 2864  2  0 98  0  0
12  0 479364 175463952  35632 798267904    0    0     0    10 9740 4631  2  0 98  0  0
 3  0 479364 175466288  35632 798267904    0    0     0   610 11365 4622  2  0 97  0  0
 3  0 479364 175464336  35632 798267904    0    0     0     0 7467 3171  2  0 98  0  0
 3  0 479364 175464432  35632 798267904    0    0     0     0 8672 4076  2  0 98  0  0
 3  0 479364 175465456  35632 798267904    0    0     0    16 7102 3161  2  0 98  0  0
 3  0 479364 175466016  35632 798267904    0    0     0     0 6593 2783  2  0 98  0  0
 3  0 479364 175463936  35632 798267904    0    0     0   126 8735 3302  2  0 98  0  0
 3  0 479364 175463408  35632 798267904    0    0     0     0 7124 3717  2  0 98  0  0
 3  0 479364 175464448  35632 798267904    0    0     0     0 7366 3210  2  0 98  0  0
 5  0 479364 175464640  35632 798267904    0    0     0    16 55707 14260 18  0 81  0  0
 4  0 479364 175465248  35632 798267904    0    0     0     0 55341 14020 18  0 81  0  0
 3  0 479364 175468224  35632 798267904    0    0     0     0 92720 15146 32  1 67  0  0
 4  0 479364 175466816  35632 798267904    0    0     0     2 7604 3950  2  0 98  0  0
